ticker,quarter,date_parsed,word_count,sentence_count,avg_sentence_length,flesch_kincaid_grade,numeric_density,negative_count,uncertainty_count,litigious_count,forward_looking_count,word_count_zscore,sentence_count_zscore,avg_sentence_length_zscore,flesch_kincaid_grade_zscore,numeric_density_zscore,negative_count_zscore,uncertainty_count_zscore,litigious_count_zscore,forward_looking_count_zscore,excess_return_1d,excess_return_3d,excess_return_5d,y_1d,y_3d,y_5d
ETSY,2020-Q4,2021-02-25,10416,569,18.305799648506152,9.545539847218937,25.537634408602152,26,80,9,53,1.0638860074029517,0.9233216329494562,-0.3480260516275117,-1.4169545753728472,0.8702730262145353,-0.048224282217041,0.2290393337255478,1.18673220792786,-1.1959643275399168,0.1199922260157222,0.195740079573359,0.0173572568112039,0,0,0
ETSY,2021-Q1,2021-05-05,10096,532,18.97744360902256,9.922688868886777,23.177496038034867,21,71,6,64,0.1387677400960371,-0.1577828106938936,0.1744532741368576,0.1749007437304731,-0.0133486476664641,-1.2538313376430714,-0.6298581677452545,-0.1825741858350555,-0.0213565058489273,-0.1536756406579074,-0.0997574610667657,-0.1118254562980684,1,1,1
ETSY,2021-Q2,2021-08-04,9496,522,18.191570881226053,9.896435487570486,25.69502948609941,32,71,3,69,-1.5958290111044275,-0.449973200867772,-0.4368858833537046,0.0640915349249627,0.92920080077774,1.3985041842941954,-0.6298581677452545,-1.5518805795979709,0.5125561403742497,-0.1037599949451211,-0.1011887090575001,-0.0512118657264671,1,1,1
ETSY,2021-Q3,2021-11-03,10000,573,17.452006980802793,9.832462593350524,22.5,24,71,7,77,-0.1387677400960371,1.0401977890190075,-1.0122008876838504,-0.2059226666024327,-0.2669991075893808,-0.5304671043874531,-0.6298581677452545,0.2738612787525829,1.3668163743313329,0.1273713935629999,0.0795810667861891,0.039759473860697,0,0,0
FDX,2019-Q4,2019-06-25,9966,448,22.245535714285715,12.118024581038323,12.743327312863736,86,79,32,122,0.2545999054397121,-1.653431889566788,1.837070836080801,1.5479089051184367,-1.283512314408486,1.106443529620988,0.5589174880355088,2.932852880091356,0.4082159974492215,0.0262573098343381,0.0449308758425264,0.0049255243205168,0,0,0
FDX,2020-Q1,2019-09-17,9579,493,19.430020283975654,10.963832069070907,14.615304311514771,77,70,15,115,-0.5283414908116248,-0.6178241214762403,0.2231020846059843,0.1592763638932495,-0.5288013971109039,0.6585061837190656,-0.5494443102721964,0.7650920556760059,0.0577664147333806,-0.129795934553271,-0.1372928003900769,-0.1611568489894097,1,1,1
FDX,2020-Q2,2019-12-17,9707,477,20.350104821802937,11.45769779311081,15.864839806325332,72,69,13,105,-0.2693841297775909,-0.986040216797324,0.7505322228968064,0.7534562847355262,-0.0250355494728562,0.409652102662442,-0.6725956211952747,0.5100613704506706,-0.442875846289249,-0.1003508654551546,-0.1011332174489195,-0.0864094238370801,1,1,1
FDX,2020-Q3,2020-03-17,9652,512,18.8515625,10.50601084785377,11.500207210940737,81,90,8,80,-0.3806548708469024,-0.1805675082824536,-0.108493607370482,-0.3915376807775935,-1.7846917162437896,0.8575894485643644,1.9135819081893708,-0.1275153426126676,-1.6944814988458234,0.1003379838336375,0.259159653825685,0.2966277948612323,0,0,0
FDX,2020-Q4,2020-06-30,9726,504,19.297619047619047,11.177484367924198,13.674686407567345,55,79,5,79,-0.2309451464991015,-0.3646755559429954,0.1472042735566348,0.4163258002905837,-0.9080232580772774,-0.4364517729300781,0.5589174880355088,-0.5100613704506706,-1.7445457249480862,0.1102383959669502,0.0862811837894175,0.1054338357242548,0,0,0
FDX,2021-Q3,2021-03-18,9735,524,18.57824427480916,10.559177922385633,19.82537236774525,23,80,7,114,-0.212737207051396,0.095594563208359,-0.2651708075440896,-0.327571289511684,1.5717026393884996,-2.029117891692469,0.6820687989585872,-0.2550306852253353,0.0077021886311177,0.0628344495438092,0.014322218665112,0.0417780645110504,0,0,0
FDX,2021-Q4,2021-06-24,10971,545,20.1302752293578,11.614808033885794,19.414820891441074,44,68,10,139,2.2878198104334944,0.5788781883172812,0.6245168975903407,0.942478818357738,1.4061836818891928,-0.98393075125465,-0.7957469321183531,0.1275153426126676,1.259307841187692,-0.0398298579500868,-0.022786151245813,-0.0251478069024316,1,1,1
FDX,2022-Q1,2021-09-21,10318,476,21.676470588235293,11.940314656128326,16.86373328164373,63,77,5,119,0.9667326482833054,-1.0090537227548917,1.5108594002946671,1.3341024715555807,0.3776808362430836,-0.0382852432394804,0.3126148661893521,-0.5100613704506706,0.2580233191424326,-0.1009597767424172,-0.1245916433315483,-0.1179129663951474,1,1,1
FDX,2022-Q2,2021-12-16,9525,515,18.49514563106796,10.855082572784571,15.433070866141732,53,63,7,99,-0.6375891274978579,-0.1115269904097504,-0.3128063533643691,0.0284376278771584,-0.1991085926466704,-0.5359934053527275,-1.4115034867337448,-0.2550306852253353,-0.7432612029028268,0.0601145405324414,0.0600854692003083,0.0517039013718982,0,0,0
FDX,2022-Q3,2022-03-17,9169,524,17.498091603053435,10.394292109266663,15.48696695386629,43,65,4,108,-1.357814287873765,0.095594563208359,-0.884358555644548,-0.5259487727385352,-0.1773797114506608,-1.0337015674659746,-1.1652008648875882,-0.6375767130633383,-0.2926831679824601,-0.0507370025568786,-0.0286679177002307,-0.0370748456865546,1,1,1
FDX,2022-Q4,2022-06-23,10542,605,17.42479338842975,10.10921425544444,17.45399354961108,68,86,5,145,1.4199080300928648,1.9596885457713449,-0.926376094127188,-0.8689317504442133,0.6156516385568789,0.2105688378171431,1.4209766644970572,-0.5100613704506706,1.5596931978012698,0.0398427763642856,0.0509079714627897,0.0009531611197366,0,0,0
FDX,2023-Q1,2022-09-22,9442,578,16.335640138408305,9.314025048910343,18.428299089176026,97,70,4,131,-0.8055067912933643,1.338323884917016,-1.5507233422998858,-1.825640096040768,1.0084550907483594,1.6539225079455595,-0.5494443102721964,-0.6375767130633383,0.8587940323695882,-0.0169580456869589,-0.0330880066495545,0.0161135326114288,1,1,0
