ticker,quarter,date_parsed,excess_return_1d,excess_return_3d,excess_return_5d,y_1d,y_3d,y_5d
SNAP,2021-Q3,2021-10-21,-0.2648405878653618,-0.2677731381672048,-0.2862899766737759,1,1,1
SNAP,2021-Q4,2022-02-03,0.5834609980739106,0.5233433951959499,0.6518686200857463,0,0,0
SNAP,2022-Q1,2022-04-21,0.03899614155530953,0.025317323358669732,0.002664561571941757,0,0,0
SNAP,2022-Q2,2022-07-21,-0.3815475797983729,-0.39119912548998576,-0.42681794761119635,1,1,1
SNAP,2022-Q3,2022-10-20,-0.3051169309631635,-0.1636793158896152,-0.15386744625391502,1,1,1
SNAP,2022-Q4,2023-01-31,-0.11356920821619175,-0.06288415013980916,0.03480053417386139,1,1,0
TSLA,2019-Q3,2019-10-23,0.1750583995046705,0.27534749559377236,0.2226798104136383,0,0,0
TSLA,2019-Q4,2020-01-29,0.09971703571002191,0.35019039303762295,0.24546116661276932,0,0,0
TSLA,2020-Q1,2020-04-29,-0.013961970704556083,-0.0162413812265123,0.008160060837882965,1,1,0
TSLA,2020-Q2,2020-07-22,-0.03784490195484597,-0.021978994443085126,-0.053220017762177725,1,1,1
TSLA,2020-Q4,2021-01-27,-0.04184656105533337,-0.033038743444318217,-0.030829829305688516,1,1,1
TSLA,2021-Q1,2021-04-26,-0.04511100044745678,-0.08877123993600843,-0.07361561218484146,1,1,1
TSLA,2021-Q2,2021-07-26,-0.014967317582875445,0.03084122145450014,0.08692659940350221,1,0,0
TSLA,2021-Q3,2021-10-20,0.02996274506870638,0.17677384883672215,0.19534767305790215,0,0,0
TSLA,2021-Q4,2022-01-26,-0.1106036419712058,-0.03887818730688102,-0.08917939131683231,1,1,1
TSLA,2022-Q2,2022-07-20,0.08762152894202044,0.08255242023146592,0.0945011878474763,0,0,0
TSLA,2022-Q3,2022-10-19,-0.058089169689061526,-0.07673599107539852,-0.024979493663407175,1,1,1
TSLA,2022-Q4,2023-01-25,0.09868244726427398,0.1533161676883462,0.22993886880297706,0,0,0
UNH,2020-Q4,2021-01-20,0.010945559641925564,-0.009938871671269417,-0.02618329061143992,0,1,1
UNH,2021-Q1,2021-04-15,-0.0007783038449190398,0.02561448442636611,0.0253995515503112,0,0,0
UNH,2021-Q2,2021-07-15,0.0070104908327028835,-0.008367431037541747,-0.01182235340315196,0,1,1
UNH,2021-Q3,2021-10-14,0.010725319264790454,-0.00883230568131296,0.027083438900331762,0,1,0
UNH,2021-Q4,2022-01-19,0.012105759490129342,0.025823654779006607,0.031821171987106114,0,0,0
UNH,2022-Q1,2022-04-14,-0.0017950458712842707,0.005115827636982196,0.0008866318470882109,0,0,0
UNH,2022-Q2,2022-07-15,-0.01133758858646726,-0.044435891855063886,-0.0416047545341825,1,1,1
UNH,2022-Q3,2022-10-14,-0.008644765531851704,-0.016382503343481805,-0.0064387780797251215,1,1,1
UNH,2022-Q4,2023-01-13,-0.0073399048040399106,0.014100410150177307,-0.013025433500495977,1,0,1
UPS,2020-Q4,2021-02-02,-0.004404451598921585,0.009371427726510909,0.018560426229654235,1,0,0
UPS,2021-Q1,2021-04-27,0.022128658770058256,0.05064810736085219,0.10850156918386844,0,0,0
UPS,2021-Q2,2021-07-27,-0.01572814404708644,-0.01848307706895857,-0.010202855914317792,1,1,1
UPS,2021-Q3,2021-10-26,-0.02244190479675301,-0.028309998440868196,-0.05397797666745954,1,1,1
UPS,2021-Q4,2022-02-01,-0.0035586435275027067,-0.01619278863357387,-0.019360615972932222,1,1,1
UPS,2022-Q1,2022-04-26,0.015488932072445965,-0.006918236013552549,-0.027605533879620756,0,1,1
UPS,2022-Q2,2022-07-26,-0.012910806385142968,0.019616981608062196,0.022179010550910885,1,0,0
UPS,2022-Q3,2022-10-25,0.019450183998378997,-0.009633824880975791,0.003434501941900676,0,1,0
V,2020-Q2,2020-04-30,0.008848344337954173,0.013202354915475903,0.03202101076639283,0,0,0
V,2021-Q1,2021-01-28,-0.005053680744569845,0.011766638390327586,0.032977858192512796,1,0,0
V,2021-Q3,2021-07-27,-0.015491057187745492,-0.016953720172291666,-0.06002942964172343,1,1,1
V,2021-Q4,2021-10-26,-0.06476147103111866,-0.09370509685917187,-0.11086224010457614,1,1,1
V,2022-Q1,2022-01-27,0.08115549570101996,0.07679720377844595,0.08754434585310726,0,0,0
V,2022-Q2,2022-04-26,0.06188224381634942,0.06967427106944235,0.03642290646365576,0,0,0
V,2022-Q3,2022-07-26,-0.03547276045999712,-0.055767775618056674,-0.07324455858945814,1,1,1
V,2022-Q4,2022-10-25,0.05357780400522169,0.06631077156260012,0.06560348685872033,0,0,0
V,2023-Q1,2023-01-26,0.027651913021978714,0.02020166423426553,-0.008138752371347955,0,0,1
